	corr	p2tailed	p2tailed_adj	p2tailed_adj_bool	all_criteria_met
LOC286367	0.22477353298770789	3.578550662435558e-05		True	True
LOC339568	0.12357101978188563	0.02434024391372489		True	True
LOC340017	0.00134806368655103	0.9804775064519688		False	False
LOC340074	0.059598121467546665	0.2788987556643985		False	False
LOC340357	-0.022998727320838103	0.6762897069500396		False	False
LOC341056	0.09143383040999653	0.09627126072720069		False	False
LOC344967	0.01698739883976569	0.7577932083988816		False	False
LOC374443	0.33024458952454816	6.891178854436501e-10		True	True
LOC389033	-0.09271120461968405	0.09169156513301203		False	False
LOC389332	0.08631908180896272	0.11645983464633712		False	False
LOC389705	0.12529315480246556	0.022410089240400916		True	True
LOC399815	0.11736299695270577	0.0325343323050489		False	False
LOC400043	0.12399364221093068	0.02385375300142678		True	True
LOC400940	0.10728865065071343	0.05080061242479628		False	False
LOC401127	0.13539404498860705	0.013546402270989208		True	True
LOC401463	-0.005185927704081114	0.9250008483606214		False	False
LOC407835	0.10090757910150333	0.066301646622235		False	False
LOC440173	-0.06709278324337074	0.22274848419086557		False	False
LOC440461	0.14934276414501288	0.006406888814322543		True	True
LOC441204	0.14087473068222758	0.010169636723951415		True	True
LOC441454	0.11726759182317283	0.03267668987266809		False	False
LOC441455	-0.09710900015244942	0.07724249391122202		False	False
LOC493754	0.18108694506353148	0.000917870831408476		True	True
LOC494141	-0.03881585691938461	0.48089938410237065		False	False
LOC641367	0.04853954967864097	0.3779840997662334		False	False
LOC643387	0.022129315801934574	0.6878726160137625		False	False
LOC643923	0.03634766651279352	0.5092498148807465		False	False
LOC644145	-0.0028395057612380335	0.958892658950115		False	False
LOC644936	0.1315149827357892	0.016498268653850755		True	True
LOC645752	-0.0012652097342217333	0.9816771704035857		False	False
LOC646471	0.06338283233744868	0.24944736006150287		False	False
LOC652276	0.20356159583938907	0.00018827382565345384		True	True
LOC653653	0.17028095685267797	0.001847350221497003		True	True
LOC727896	0.11689138527341829	0.033243228476216725		False	False
LOC728024	0.030604867433498825	0.5784336048104634		False	False
LOC728392	0.01895956683915998	0.7307050910583769		False	False
LOC728554	0.047201576660442716	0.3912858399557697		False	False
LOC728743	0.15799485812173272	0.003900555625876752		True	True
LOC728819	0.2133340410899158	8.941155731386547e-05		True	True
LOC729603	0.23872137796665407	1.097371258242132e-05		True	True
LOC729609	0.030483606636412964	0.579940588761403		False	False
LOC730101	0.11335430574488399	0.03899102201672013		False	False
LOC730668	0.05311455876328332	0.3346327714956623		False	False
LOC90246	-0.2545317055876004	2.628553050708274e-06		True	False
LOC91450	0.11622207665988607	0.03427184929348738		False	False
LOC93432	0.07235294325592896	0.188481232478912		False	False
LOC93622	0.2849112446975663	1.2804988786405174e-07		True	True
LOH12CR2	0.12326010651948342	0.024703587153947066		True	True
LONRF1	0.386008796565064	3.0670675078208857e-13		True	True
LONRF2	-0.02730085946603094	0.6201332048824302		False	False
LOR	-0.02806954008856071	0.6103157461534319		False	False
LOX	0.12939175842604655	0.018340978940236136		True	True
LOXHD1	0.10773182385778228	0.04984692157612498		False	False
LOXL1	0.016677436264618314	0.7620786334569869		False	False
LOXL3	0.30259583303823934	1.853128627631091e-08		True	True
LPAL2	-0.027793402150834742	0.613834632362598		False	False
LPAR1	0.1918998609165874	0.0004378898449951551		True	True
LPAR2	0.2525680722283606	3.1555484238872176e-06		True	True
LPAR4	0.02928489384034318	0.5949353835079358		False	False
LPAR6	0.0664797662109034	0.22701370638834428		False	False
LPCAT2	0.17311550456135189	0.0015436083667414243		True	True
LPCAT3	0.13158644863528873	0.016439167139060205		True	True
LPIN1	0.23236117884270788	1.8982962206885446e-05		True	True
LPIN3	0.29371905983032237	4.970558019665731e-08		True	True
LPL	0.06298264845211146	0.25245501005715026		False	False
LPO	0.02742765950926343	0.6185090238728895		False	False
LPPR2	0.09190207347829234	0.09457178795096911		False	False
LPPR3	0.2769307699942949	2.9359131650731104e-07		True	True
LRAT	-0.019599086262116674	0.721990617162535		False	False
LRCH4	0.3006397350844991	2.3098151827096298e-08		True	True
LRFN1	0.22744475305913525	2.869679119263492e-05		True	True
LRFN4	0.33080290233941767	6.425478063661341e-10		True	True
LRIG2	0.29357426016203186	5.049811488871372e-08		True	True
LRIG3	0.11592838924499896	0.034731675795287374		False	False
LRIT1	0.07617684063965621	0.16611792906996042		False	False
LRIT2	-0.038507389100497044	0.4843951109835416		False	False
LRIT3	0.08551986654572605	0.11989381683949495		False	False
LRP1	0.060501179543984415	0.2716662563723478		False	False
LRP10	0.15763427420948634	0.003984028364805114		True	True
LRP11	0.12265792420901105	0.025420633305600255		True	True
LRP2BP	0.2706071459152664	5.562952560027581e-07		True	True
LRP3	0.23213158330517278	1.9356747965792346e-05		True	True
LRPAP1	0.20761451507870382	0.00013882812083016778		True	True
LRRC10	0.037437689266099354	0.4966230410925516		False	False
LRRC10B	0.14056118917086044	0.010340506277526263		True	True
LRRC17	0.18488590652156303	0.000710987216698658		True	True
LRRC18	0.16097597815885162	0.0032687508924050075		True	True
LRRC19	0.017901017555134922	0.7452053553381134		False	False
LRRC2	0.0483406888218343	0.3799433819515907		False	False
LRRC23	0.106423189550957	0.052706937936776665		False	False
LRRC25	0.12549146533698372	0.022196567890058663		True	True
LRRC27	0.3854331832896104	3.3475652749288204e-13		True	True
LRRC29	0.37073734120790125	2.952270178518082e-12		True	True
LRRC3	0.20687860071134903	0.00014678853168564323		True	True
LRRC30	0.0668454664815106	0.2244623311469164		False	False
LRRC32	0.06827686416325214	0.21467225528816777		False	False
LRRC36	0.22124154838495927	4.772184776285264e-05		True	True
LRRC3B	-0.06918194280147172	0.2086422810355089		False	False
LRRC4	0.05973814695933599	0.27776884583093603		False	False
LRRC40	0.08806547480982731	0.10922403917438944		False	False
LRRC43	0.1407825547043033	0.010219607945214504		True	True
LRRC46	0.19734199185526405	0.00029709358377843955		True	True
LRRC47	0.37784597677024107	1.0441827624212457e-12		True	True
LRRC48	0.31854273206518774	2.8920333478478243e-09		True	True
LRRC4B	0.0766017687047578	0.16376098063153252		False	False
LRRC52	0.20607059632782568	0.00015602051645139352		True	True
LRRC55	0.005498504569363784	0.92049484450203		False	False
LRRC57	0.28590101543509316	1.1531713272824418e-07		True	True
LRRC58	0.23779559319208599	1.1896250599242262e-05		True	True
LRRC59	0.39707763579139227	5.51148701018504e-14		True	True
LRRC6	-0.06036499915724624	0.27274864704829554		False	False
LRRC66	0.010925233169189811	0.8427928742497673		False	False
LRRC70	0.11057668580658594	0.044074433358421004		False	False
LRRC8B	0.1222090787982394	0.025966689367298457		True	True
LRRC8D	0.35786080866773107	1.82002841588516e-11		True	True
LRRCC1	0.17944341207825193	0.0010235281802286878		True	True
LRRFIP1	0.10348176089316251	0.05963597516502174		False	False
LRRIQ3	0.07502343260361388	0.1726434657154501		False	False
LRRIQ4	0.3292337899386247	7.819044936334396e-10		True	True
LRRN1	-0.10444144081234963	0.057297002274022055		False	False
LRRN4	0.22026422618868446	5.163642712995918e-05		True	True
LRRN4CL	-0.038262749858192065	0.4871772173441672		False	False
LRRTM1	0.08851169868260493	0.10743317301587045		False	False
LRRTM2	0.015124505605777301	0.7836558916397875		False	False
LRRTM4	0.1814944255852752	0.0008932800149928628		True	True
LRSAM1	0.23386616127438656	1.6697124842016695e-05		True	True
LRTM1	-0.060385507584486624	0.2725854541385755		False	False
LRTOMT	0.18698986705037515	0.0006158847382358905		True	True
LSM1	0.4915097917501911	1.3543891752476282e-21		True	True
LSM10	0.233109574353061	1.7811503873286803e-05		True	True
LSM11	0.2261558391819795	3.193284448485173e-05		True	True
LSM3	0.32915858402247034	7.892733045674927e-10		True	True
LSM6	0.17050021266266518	0.0018220363638458159		True	True
LSS	0.27215740028727253	4.7633029419711863e-07		True	True
LTA4H	0.24111401697693535	8.894028612577993e-06		True	True
LTB4R	0.08632678547517182	0.11642711265511363		False	False
LTB4R2	0.1347663197611706	0.013990053317927452		True	True
LTBR	0.09673272700312965	0.07840168328947957		False	False
LTC4S	0.16811968512019687	0.0021146529395576737		True	True
LTF	0.030656038737902642	0.5777982172026825		False	False
LTK	0.23009381928036884	2.299419348235188e-05		True	True
LTV1	0.25591417437196007	2.3091633614193887e-06		True	True
LUC7L2	0.31478257322939324	4.526403245798703e-09		True	True
LUC7L3	0.16983331025921095	0.0019000340657654622		True	True
LUM	0.012152211881141883	0.8254063442107881		False	False
LXN	-0.10296314617662337	0.06093243506288954		False	False
LY6D	0.09959853262003054	0.06991884956548393		False	False
LY6E	0.247273395643646	5.1265004069939635e-06		True	True
LY6H	0.08167550376051783	0.13752587640780434		False	False
LY6K	0.2703177483206816	5.725856531710216e-07		True	True
LY75	0.04199499767639725	0.445680627577446		False	False
LY96	-0.010799371565838626	0.8445808308288941		False	False
LYG1	0.10460676524837309	0.05690183806473811		False	False
LYG2	0.017678838920339016	0.7482604544872214		False	False
LYL1	0.18082542299822146	0.0009339806814044543		True	True
LYNX1	0.12492043749100736	0.022816207775587266		True	True
LYPD1	0.204223881653045	0.0001792021501175347		True	True
LYPD2	0.1545350357296652	0.004770815905809199		True	True
LYPD3	0.04119853165635271	0.45436399434914554		False	False
LYPD4	0.07908033210708343	0.15051063624424954		False	False
LYPD5	0.1438957123905189	0.008647245682492784		True	True
LYPLA1	0.16844255585804746	0.00207259725302856		True	True
LYPLA2	0.33978987955389234	2.0429309665691055e-10		True	True
LYPLAL1	0.0869211771040654	0.11392399193472047		False	False
LYRM1	0.07226735957048738	0.18900587972069866		False	False
LYRM2	0.29202224280293565	5.979583085305523e-08		True	True
LYRM5	0.10775914861933844	0.04978861222317818		False	False
LYRM7	0.23944545983220875	1.0299987181523093e-05		True	True
LYSMD1	0.6842055427439115	3.652809031978437e-47		True	True
LYSMD2	0.1316522061523574	0.016384950023699288		True	True
LYSMD3	0.289451381049937	7.893803242084706e-08		True	True
LYSMD4	0.15621471228749972	0.004328564701034948		True	True
LYVE1	0.05287350140453957	0.3368340906534917		False	False
LYZ	0.10327346122801857	0.06015392973325468		False	False
LYZL6	0.03157069123908947	0.5664966341429636		False	False
LZIC	0.32409288565225636	1.4759634693696734e-09		True	True
LZTFL1	0.1351410510777877	0.013723697469433726		True	True
LZTS2	0.46304914637345707	4.775057163661535e-19		True	True
M6PR	0.2992540382261733	2.6972597740079728e-08		True	True
MAB21L1	0.07452849523246655	0.1755014196113694		False	False
MAB21L2	0.10506874046871023	0.055809559751381584		False	False
MACC1	0.23574555896824323	1.4208161392318148e-05		True	True
MAD2L1	0.16470458223239465	0.002609671116083866		True	True
MAD2L1BP	0.3458592250197358	9.22568249973695e-11		True	True
MAD2L2	0.14768314651908437	0.0070269990444133245		True	True
MADCAM1	0.20037337423424814	0.0002382781230429875		True	True
MADD	0.32440236152390384	1.4210560450992932e-09		True	True
MAEL	0.16774010721352425	0.0021650905083374482		True	True
MAF	0.17075762127048955	0.0017927227669954796		True	True
MAF1	0.599141085540961	9.941306106418486e-34		True	True
MAFA	0.300124114625975	2.4472483535878465e-08		True	True
MAFB	0.23390778849508934	1.663777293591663e-05		True	True
MAFG	0.13254445534758355	0.0156645997835522		True	True
MAFK	0.27861439167852964	2.469783098335567e-07		True	True
MAG	0.32298352080731063	1.6902156281110708e-09		True	True
MAGEA10	-0.021626110630894035	0.6946103411993618		False	False
MAGEA11	-0.058805426051651385	0.28535390005565514		False	False
MAGEA4	-0.019823846397089253	0.7189363428304665		False	False
MAGEA5	0.047938882788172064	0.38392110674625635		False	False
MAGEA8	-0.09457457376373563	0.08532527557068469		False	False
MAGEA9B	-0.04666780838012526	0.3966703936129171		False	False
MAGEB1	0.08796839791114654	0.10961674047858544		False	False
MAGEB10	0.09166909954219545	0.09541434313986673		False	False
MAGEB16	0.07024727492604939	0.20170236795684882		False	False
MAGEB2	0.052189588963109206	0.34312985716581057		False	False
MAGEB3	0.072766367285259	0.1859619039092956		False	False
MAGEB4	0.11587290679954627	0.03481913115127098		False	False
MAGEB6	0.05092549663656219	0.3549620837386728		False	False
MAGEC2	-0.05003633837010451	0.3634365457367933		False	False
MAGED2	0.09419984911883023	0.08657612522556875		False	False
MAGED4	0.022550497532119882	0.6822520276543751		False	False
MAGED4B	0.03252381625740098	0.5548331722038669		False	False
MAGEE1	0.009367854903672774	0.8649705040703484		False	False
MAGEF1	0.4037900442064372	1.885609566607931e-14		True	True
MAGEL2	-0.016842813313351034	0.7597912800579888		False	False
MAGOH	0.2663845423013102	8.448160874224174e-07		True	True
MAGOHB	0.21149967191494093	0.00010309483117769556		True	True
MAK	0.0646228708632839	0.24028628594630844		False	False
MAK16	0.466676154623786	2.330363118548821e-19		True	True
MAL2	0.3662661787419845	5.60339358166328e-12		True	True
MALT1	0.21478470464092003	7.981994458039092e-05		True	True
MAMDC2	-0.04163717000515214	0.44957010163327804		False	False
MAMDC4	0.2868168844355619	1.0462803049008627e-07		True	True
MAML1	0.18443309408023126	0.0007331558501404553		True	True
MAMLD1	0.0491498362394051	0.3720100188672536		False	False
MAMSTR	0.17539045645984166	0.0013337354479837102		True	True
MAN1B1	0.20935046946485764	0.00012162487846920318		True	True
MAN1C1	0.012962334594359309	0.8139727378168298		False	False
MAN2A2	0.1829766777189763	0.0008088658758240579		True	True
MAN2B1	0.21450450374551158	8.159364274829413e-05		True	True
MAN2C1	0.2673572873219998	7.677765244637766e-07		True	True
MANEA	0.1017264821706611	0.06411788995809248		False	False
MANF	0.17126921404037332	0.0017357399858920325		True	True
MAOA	0.016417709935179346	0.765675117784491		False	False
MAP1A	0.22337544242792054	4.012634473163858e-05		True	True
MAP1B	0.18170828245393494	0.0008806187022412131		True	True
MAP1LC3B	0.4915619190912905	1.3392341424645932e-21		True	True
MAP1LC3B2	-0.07774568677617735	0.15754076264244438		False	False
MAP1LC3C	0.25601090876340266	2.288262018832085e-06		True	True
MAP1S	0.2928976648580963	5.43657779322425e-08		True	True
MAP2K1	0.22638597400856403	3.133082077835935e-05		True	True
MAP2K3	0.4022560206561381	2.4145499869143525e-14		True	True
MAP2K6	-0.011408667331209913	0.8359329116504166		False	False
MAP3K10	0.16714926102549335	0.0022457886683814048		True	True
MAP3K13	0.22142214295429336	4.702986471157024e-05		True	True
MAP3K15	0.09382758431627912	0.0878333168692842		False	False
MAP3K2	0.16989307449299906	0.0018929217971375663		True	True
MAP3K7	0.3788796554524813	8.958159884815427e-13		True	True
MAP3K8	0.2841058343750165	1.393999749464091e-07		True	True
MAP4K1	0.30137547590198727	2.1265504287728662e-08		True	True
MAP4K2	0.17543937603614673	0.0013295250313723763		True	True
MAP6	0.11244437066426353	0.04059876097408895		False	False
MAP7	0.20660623131929146	0.000149841747900144		True	True
MAP7D2	0.1421979907048732	0.009475756332631464		True	True
MAP7D3	0.0376698546913712	0.493955274161213		False	False
MAP9	0.23170113550139768	2.0076405500148002e-05		True	True
MAPK13	0.052738896447498504	0.33806731779568955		False	False
MAPK1IP1L	0.3576325248254247	1.87830286933292e-11		True	True
MAPK6	0.32758760341057497	9.595545436826941e-10		True	True
MAPK7	0.33081903107096905	6.412489568563272e-10		True	True
MAPK8	0.29949594554309433	2.62537586699566e-08		True	True
MAPK8IP1	0.21286944905171531	9.27057730717369e-05		True	True
MAPK9	0.2543740158217003	2.667556718441717e-06		True	True
MAPKBP1	0.29777844930304753	3.178689071150571e-08		True	True
MAPRE3	0.016659539778200536	0.7623262867995668		False	False
MARCH3	0.08351234590477384	0.128867724276969		False	False
MARCH4	0.03286043395342999	0.5507420630348386		False	False
MARCH7	0.22782523164910484	2.780250472019586e-05		True	True
MARCH8	0.13386335960873635	0.014650608952200583		True	True
MARCH9	0.1397909352614257	0.010771111925849765		True	True
MARCKS	0.0424378179898369	0.4408938406907822		False	False
MARCO	0.10849154169450827	0.048246819502800825		False	False
MARS2	0.26576646999762404	8.975594297272925e-07		True	True
MARVELD1	0.24698120960707048	5.263980976144647e-06		True	True
MARVELD2	0.2621433014263526	1.2761941250794923e-06		True	True
MARVELD3	0.4489004150396006	7.235830864002229e-18		True	True
MAS1	0.05910488647762683	0.2829035885948375		False	False
MAS1L	0.05967971436618313	0.27823997903367625		False	False
MASP1	0.028156183493214058	0.6092134702061818		False	False
MASTL	0.30545304237852644	1.3393194930575789e-08		True	True
MAT2A	0.22988071342041652	2.3409937489698304e-05		True	True
MAT2B	0.334493120193085	4.031851293213195e-10		True	True
MATK	0.27213973806440267	4.771758213306977e-07		True	True
MATN1	-0.04640195417048799	0.39936880606460945		False	False
MATN3	0.21484223111206374	7.946031435428794e-05		True	True
MATN4	0.2885719085707329	8.675078306199455e-08		True	True
MAX	0.33114618628662984	6.154468568293928e-10		True	True
MB	0.11459561000859496	0.03688486660664486		False	False
MBD1	0.4623981168078316	5.426374379722531e-19		True	True
MBD3L1	0.2461505003293396	5.6743086859456954e-06		True	True
MBD3L2	0.003596911551187012	0.9479416134373817		False	False
MBD3L5	-0.027094985143537396	0.6227741780209		False	False
MBD4	0.3469131606306458	8.022006089408161e-11		True	True
MBD6	0.1082915284756616	0.04866386005295197		False	False
MBIP	0.15614761584512551	0.0043454957938544305		True	True
MBL2	0.13125487079303522	0.016714949852087633		True	True
MBLAC2	0.21117798762748868	0.00010568845537331253		True	True
MBNL3	-0.007202756250809641	0.8959753129080393		False	False
MBOAT4	0.1676354515382593	0.002179188732553248		True	True
MBOAT7	0.25296166350691346	3.042428925737782e-06		True	True
MBTPS1	0.5476938590242015	2.2141635629278742e-27		True	True
MBTPS2	0.11966783750215632	0.02925244631268236		False	False
MC2R	0.03310257868071808	0.5478083049645395		False	False
MC3R	-0.029040250672848603	0.5980171659829094		False	False
MC4R	0.1304755467787216	0.017379108227704953		True	True
MC5R	0.08556032358240251	0.11971810936942613		False	False
MCAT	0.47443564753203454	4.878856709616614e-20		True	True
MCC	-0.021631532028734916	0.6945376214527224		False	False
MCCC1	0.39088988426873517	1.450232823633077e-13		True	True
MCCC2	0.2226679441542247	4.250814013292725e-05		True	True
MCEE	-0.06904462049368491	0.20954922576108123		False	False
MCF2	0.07918764031669671	0.14995590995919766		False	False
MCFD2	0.24152252556411638	8.578743010671093e-06		True	True
MCHR1	0.16416835014120956	0.0026963393913373183		True	True
MCHR2	0.0953815345711266	0.08268097800268787		False	False
MCL1	0.36437520922174527	7.32587602144986e-12		True	True
MCM10	0.15316290966310275	0.005161859398650225		True	True
MCM2	0.3432564794155746	1.3000782557173166e-10		True	True
MCM3	0.3958577568807441	6.680348794661432e-14		True	True
MCM4	0.3218749146954975	1.9343283742009735e-09		True	True
MCM6	0.25729871730453285	2.026671280425698e-06		True	True
MCM7	0.2683235800050429	6.979441536468902e-07		True	True
MCOLN1	0.23658548562751194	1.3213591438322024e-05		True	True
MCOLN3	0.23806818792054424	1.1617225972034061e-05		True	True
MCPH1	0.5011375672698997	1.6398094101918195e-22		True	True
MCRS1	0.35944001091765576	1.4624894174063534e-11		True	True
MCTP2	0.0674439723349905	0.22033087782444502		False	False
MCTS1	0.170333059766131	0.0018413057897461148		True	True
MDFI	0.07936488937866502	0.1490430283609602		False	False
MDGA2	-0.05325482438550901	0.33335613302393263		False	False
MDH1B	0.001590597096999334	0.9769660646307904		False	False
MDH2	0.22812824319278796	2.710923342743557e-05		True	True
MDK	0.08807200698556944	0.10919765463980909		False	False
MDM1	0.21264875250619814	9.431030096471171e-05		True	True
MDP1	0.23433027033246143	1.604661719386961e-05		True	True
MDS2	0.11748321225921517	0.032355707794393125		False	False
ME1	0.1706115849703572	0.0018092999269692291		True	True
MEA1	0.3050631110982425	1.4002944289795273e-08		True	True
MEAF6	0.2282681783569118	2.679462341009251e-05		True	True
MECR	0.25520493027214286	2.468079107710181e-06		True	True
MED1	0.3455908249417405	9.559262739501098e-11		True	True
MED10	0.4044275352187213	1.7008395244336034e-14		True	True
MED11	0.42493637050158656	5.465873777594e-16		True	True
MED12L	0.1827816875166359	0.0008195332138532361		True	True
MED13L	0.19030506104861558	0.0004896439075778451		True	True
MED17	0.2192295259604869	5.61098932019777e-05		True	True
MED19	0.2842281074042437	1.376165662560172e-07		True	True
MED20	0.3373757935317491	2.789424914979316e-10		True	True
MED21	0.2698987814216331	5.969829823051085e-07		True	True
MED22	0.27540413395062946	3.4307911291151696e-07		True	True
MED26	0.4387113551229401	4.7450112154440624e-17		True	True
MED28	0.2662792785393417	8.535837994626337e-07		True	True
MED29	0.4663827394131226	2.4703903554366974e-19		True	True
MED30	0.363968856089909	7.758454433748582e-12		True	True
MED31	0.46867627609290735	1.5632334640858305e-19		True	True
MED4	0.36351556825419057	8.270413537817036e-12		True	True
MED6	0.30706795218079225	1.1130243805561717e-08		True	True
MED7	0.33586130242086565	3.3866957882400867e-10		True	True
MED8	0.39284761256684025	1.0701649583763945e-13		True	True
MED9	0.4169919057759498	2.1288285614977248e-15		True	True
MEFV	0.03091748587383889	0.5745569751308162		False	False
MEG3	0.11157574371995053	0.042185350425964524		False	False
MEG8	0.07481092891668362	0.17386626828582594		False	False
MEGF10	-0.02104556793611633	0.7024135012630517		False	False
MEIG1	0.3006784623716696	2.2997994893882766e-08		True	True
MEIS2	0.25005033644051294	3.979933308554863e-06		True	True
MEIS3	0.05650728982229368	0.30463289369821495		False	False
MEIS3P1	0.19353088019138415	0.0003902543321664941		True	True
MELK	0.3506698267736125	4.8530768893105037e-11		True	True
MEMO1	0.23223334960788847	1.919021763641569e-05		True	True
MEN1	0.3437216319623924	1.223057743943376e-10		True	True
MEP1A	0.05679127576400176	0.30220500640400355		False	False
MEP1B	0.1232867228151676	0.02467230048831862		True	True
MEPCE	0.3588353434668265	1.5904646069720092e-11		True	True
MEPE	0.08013586790827722	0.1451213479076246		False	False
MERTK	-0.017184726091145148	0.7550688823512379		False	False
MESDC1	0.23470477016352162	1.5539314003914096e-05		True	True
MESDC2	0.32262176793292074	1.7663888871089731e-09		True	True
MESP1	0.1020440487217303	0.0632871050949777		False	False
MESP2	0.08669447217125761	0.11487367632106911		False	False
METAP1	0.19323043767883594	0.0003986498329079203		True	True
METAP2	0.24526520733714258	6.145072503113346e-06		True	True
METTL1	0.20161020578863237	0.00021756388591363075		True	True
METTL11B	-0.046054183955536426	0.40291521286784304		False	False
METTL12	0.0976879584671158	0.07548607693177498		False	False
METTL13	0.4539534156349812	2.7808111704740163e-18		True	True
METTL14	0.2219083069373645	4.5213796382906936e-05		True	True
METTL3	0.300038072033744	2.470938214497263e-08		True	True
METTL5	0.12719955245134223	0.020429252095263407		True	True
METTL6	0.3083944440827254	9.552463546431594e-09		True	True
METTL7A	0.11927853796592097	0.029786008966223423		False	False
METTL7B	0.23783256712819523	1.1858034738558832e-05		True	True
METTL8	0.2857688617020742	1.16943795055613e-07		True	True
MEX3B	0.03915097104621004	0.4771172400859788		False	False
MFAP1	0.39540115074808374	7.177556082155499e-14		True	True
MFAP3	0.22486274310985363	3.552415954768835e-05		True	True
MFAP4	-0.06911144905585691	0.20910750238866596		False	False
MFAP5	0.001655033147827018	0.9760332199482943		False	False
MFF	0.2796998245825689	2.2079335752788447e-07		True	True
MFGE8	0.10120211212735444	0.06550929934270959		False	False
MFN1	0.3516063918273884	4.277103914185117e-11		True	True
MFN2	0.33423080536779576	4.1685114691914675e-10		True	True
MFSD1	0.22229163280123282	4.3828775557015576e-05		True	True
MFSD10	0.22762697193294043	2.8265155539953826e-05		True	True
MFSD2A	-0.07391442967182457	0.17909591268095257		False	False
MFSD2B	0.3070973330458201	1.1092712920786165e-08		True	True
MFSD5	0.2756667167063229	3.3403152232146223e-07		True	True
MFSD6	-0.008109249419153816	0.8829720338795953		False	False
MFSD6L	0.028497561395012676	0.6048790724266782		False	False
MFSD8	0.18269083440091452	0.0008245477604405568		True	True
MGAT2	0.2665451377477156	8.316057744976709e-07		True	True
MGAT4A	0.3184657299735071	2.91886833409793e-09		True	True
MGAT4B	0.20133594678328112	0.00022200637531249055		True	True
MGAT5	0.16850333060953673	0.002064766944313569		True	True
MGC15885	0.08404687989012537	0.1264290274007442		False	False
MGC16025	-0.07952791229382764	0.14820714906130827		False	False
MGC16142	0.27144783125745475	5.11456498166957e-07		True	True
MGC2889	0.3266183133120365	1.0818724895833626e-09		True	True
MGC72080	0.19431561273519932	0.0003690953738904984		True	True
MGP	-0.03518231099246422	0.5229320797211061		False	False
MGST1	0.04480507705128129	0.41580709577315134		False	False
MIA	0.09934420632759201	0.07063998675427448		False	False
MIA2	-0.10926707216549895	0.04665794396056748		False	False
MIA3	0.5347044431196125	6.030942951736473e-26		True	True
MIB1	0.25563995701290204	2.369409778135818e-06		True	True
MICAL1	0.1768099272576031	0.0012164129250046396		True	True
MICALL2	0.2502279295905679	3.915619994027836e-06		True	True
MID1IP1	-0.008673115379469219	0.8748991847304137		False	False
MIER1	0.10759265005875975	0.05014479507144818		False	False
MIER3	0.2249311502471166	3.5324979479854614e-05		True	True
MIIP	0.25092806456599115	3.6716035578969742e-06		True	True
MIMT1	0.035953402482198575	0.5138578259153884		False	False
MINA	0.2612481538935477	1.3910206423524085e-06		True	True
MIOS	0.3553483889911813	2.5710921654428856e-11		True	True
MIR155HG	-0.02086171254463624	0.704891299652225		False	False
MIR17HG	0.17354954271646522	0.0015013679740640351		True	True
MITD1	0.0853055395482081	0.12082800841505445		False	False
MIXL1	-0.05903326188806697	0.2834883557457464		False	False
MKKS	0.3897294856529483	1.7348338881451358e-13		True	True
MKRN1	0.3525817586460677	3.7481472563068796e-11		True	True
MKRN2	0.39036837763015253	1.5719891943031653e-13		True	True
MKRN3	-0.03438472435258565	0.5324035553972504		False	False
MLEC	0.12780757286633024	0.019830322289595508		True	True
MLF1	0.3789069785471021	8.921878430224505e-13		True	True
MLF2	0.4647457362352569	3.417473974591508e-19		True	True
MLKL	0.15225342915909643	0.005436704179735365		True	True
MLLT10	0.28119930222029227	1.8897438191852453e-07		True	True
MLLT11	0.05945157905832669	0.28008458105659906		False	False
MLN	0.15553684504300694	0.004502387491618559		True	True
MLNR	-0.048520315363761876	0.3781733353007193		False	False
MLPH	-0.11844297933554745	0.030959382667697384		False	False
MLX	0.3716091782233409	2.602487904103134e-12		True	True
MLXIPL	0.06795407958371828	0.21685273230046362		False	False
MLYCD	0.5378628829810016	2.736042120290627e-26		True	True
MMAB	0.28407988823500374	1.3978126312055616e-07		True	True
MMADHC	0.21528184894019525	7.676194157086447e-05		True	True
MME	-0.13596008115650496	0.013157008925324553		True	False
MMGT1	0.06405444676657981	0.2444559296002536		False	False
MMP1	0.14014313102243314	0.010572288101761846		True	True
MMP11	0.11133217713037225	0.04263949967738126		False	False
MMP12	0.13959758218180424	0.010881665847521763		True	True
MMP13	0.024978735946375934	0.6501970854454941		False	False
MMP14	0.05907034561975193	0.2831854900712803		False	False
MMP17	0.07801794563935029	0.15608691638823735		False	False
MMP19	0.11482633435873893	0.03650421368347354		False	False
MMP21	0.14066655480046142	0.010282803936285933		True	True
MMP26	-0.04634880964527773	0.3999095369856184		False	False
MMP28	0.09527054806632823	0.08304069480359678		False	False
MMP3	0.1264131400679482	0.021227156241145618		True	True
MMP8	0.192706801674858	0.00041368490887494334		True	True
MMRN2	-0.02273929229133238	0.6797382595283348		False	False
MND1	0.11867732575103147	0.03062637099357416		False	False
MNDA	-0.0912248007086336	0.09703773926348358		False	False
MNT	0.14951892369683267	0.006344033553672011		True	True
MNX1	0.03730716500737427	0.49812622048435895		False	False
MOAP1	0.25740172293529856	2.007031222451286e-06		True	True
MOB2	0.2852452124688982	1.236093130532983e-07		True	True
MOCOS	0.07567289274440071	0.1689459883006874		False	False
MOCS2	0.2264193264249885	3.1244468016660374e-05		True	True
MOCS3	0.3971263058986978	5.4692654457691525e-14		True	True
MOG	-0.043896308041577126	0.4253369172428979		False	False
MOGAT1	-0.05235933099636677	0.34156035427375386		False	False
MOGAT2	0.0664082250129508	0.2275152246511349		False	False
