filename	barcode(s)
unc.edu.755912f4-6725-4b7b-84b1-518c7529a176.1152186.rsem.isoforms.normalized_results	TCGA-A7-A0D9-01A-31R-A056-07
unc.edu.755912f4-6725-4b7b-84b1-518c7529a176.1770247.bt.exon_quantification.txt	TCGA-A7-A0D9-01A-31R-A056-07
unc.edu.75b2227e-0279-4dfb-a1a1-e64c53b48d7a.1126951.junction_quantification.txt	TCGA-E2-A15H-01A-11R-A12D-07
unc.edu.75b2227e-0279-4dfb-a1a1-e64c53b48d7a.1129459.rsem.genes.results	TCGA-E2-A15H-01A-11R-A12D-07
unc.edu.75b2227e-0279-4dfb-a1a1-e64c53b48d7a.1129460.rsem.isoforms.results	TCGA-E2-A15H-01A-11R-A12D-07
unc.edu.75b2227e-0279-4dfb-a1a1-e64c53b48d7a.1130755.rsem.isoforms.normalized_results	TCGA-E2-A15H-01A-11R-A12D-07
unc.edu.75b2227e-0279-4dfb-a1a1-e64c53b48d7a.1130761.rsem.genes.normalized_results	TCGA-E2-A15H-01A-11R-A12D-07
unc.edu.75b2227e-0279-4dfb-a1a1-e64c53b48d7a.1766443.bt.exon_quantification.txt	TCGA-E2-A15H-01A-11R-A12D-07
unc.edu.75ba5803-449e-4770-8105-b675af8e6907.1126900.junction_quantification.txt	TCGA-BH-A0DT-11A-12R-A12D-07
unc.edu.75ba5803-449e-4770-8105-b675af8e6907.1130034.rsem.genes.results	TCGA-BH-A0DT-11A-12R-A12D-07
unc.edu.75ba5803-449e-4770-8105-b675af8e6907.1130035.rsem.isoforms.results	TCGA-BH-A0DT-11A-12R-A12D-07
unc.edu.75ba5803-449e-4770-8105-b675af8e6907.1130886.rsem.genes.normalized_results	TCGA-BH-A0DT-11A-12R-A12D-07
unc.edu.75ba5803-449e-4770-8105-b675af8e6907.1130893.rsem.isoforms.normalized_results	TCGA-BH-A0DT-11A-12R-A12D-07
unc.edu.75ba5803-449e-4770-8105-b675af8e6907.1766452.bt.exon_quantification.txt	TCGA-BH-A0DT-11A-12R-A12D-07
unc.edu.75cd6423-52b8-4d29-97de-1fe2583dbac1.1142602.junction_quantification.txt	TCGA-A2-A0EV-01A-11R-A034-07
unc.edu.75cd6423-52b8-4d29-97de-1fe2583dbac1.1145389.rsem.genes.results	TCGA-A2-A0EV-01A-11R-A034-07
unc.edu.75cd6423-52b8-4d29-97de-1fe2583dbac1.1145390.rsem.isoforms.results	TCGA-A2-A0EV-01A-11R-A034-07
unc.edu.75cd6423-52b8-4d29-97de-1fe2583dbac1.1145727.rsem.genes.normalized_results	TCGA-A2-A0EV-01A-11R-A034-07
unc.edu.75cd6423-52b8-4d29-97de-1fe2583dbac1.1145730.rsem.isoforms.normalized_results	TCGA-A2-A0EV-01A-11R-A034-07
unc.edu.75cd6423-52b8-4d29-97de-1fe2583dbac1.1769217.bt.exon_quantification.txt	TCGA-A2-A0EV-01A-11R-A034-07
unc.edu.76a625e9-22b3-42b8-8813-27c133d0b248.1133077.junction_quantification.txt	TCGA-E2-A14R-01A-11R-A115-07
unc.edu.76a625e9-22b3-42b8-8813-27c133d0b248.1134395.rsem.genes.results	TCGA-E2-A14R-01A-11R-A115-07
unc.edu.76a625e9-22b3-42b8-8813-27c133d0b248.1134396.rsem.isoforms.results	TCGA-E2-A14R-01A-11R-A115-07
unc.edu.76a625e9-22b3-42b8-8813-27c133d0b248.1134454.rsem.isoforms.normalized_results	TCGA-E2-A14R-01A-11R-A115-07
unc.edu.76a625e9-22b3-42b8-8813-27c133d0b248.1134459.rsem.genes.normalized_results	TCGA-E2-A14R-01A-11R-A115-07
unc.edu.76a625e9-22b3-42b8-8813-27c133d0b248.1767579.bt.exon_quantification.txt	TCGA-E2-A14R-01A-11R-A115-07
unc.edu.76cbecbe-22ef-479a-9306-2f09e1d87757.1152369.junction_quantification.txt	TCGA-A8-A07L-01A-11R-A00Z-07
unc.edu.76cbecbe-22ef-479a-9306-2f09e1d87757.1154251.rsem.genes.results	TCGA-A8-A07L-01A-11R-A00Z-07
unc.edu.76cbecbe-22ef-479a-9306-2f09e1d87757.1154252.rsem.isoforms.results	TCGA-A8-A07L-01A-11R-A00Z-07
unc.edu.76cbecbe-22ef-479a-9306-2f09e1d87757.1154266.rsem.genes.normalized_results	TCGA-A8-A07L-01A-11R-A00Z-07
unc.edu.76cbecbe-22ef-479a-9306-2f09e1d87757.1154269.rsem.isoforms.normalized_results	TCGA-A8-A07L-01A-11R-A00Z-07
unc.edu.76cbecbe-22ef-479a-9306-2f09e1d87757.1770678.bt.exon_quantification.txt	TCGA-A8-A07L-01A-11R-A00Z-07
unc.edu.76fabc98-ad85-4315-8653-4028e24cd2ff.1138353.junction_quantification.txt	TCGA-B6-A0IH-01A-11R-A115-07
unc.edu.76fabc98-ad85-4315-8653-4028e24cd2ff.1140817.rsem.genes.results	TCGA-B6-A0IH-01A-11R-A115-07
unc.edu.76fabc98-ad85-4315-8653-4028e24cd2ff.1140818.rsem.isoforms.results	TCGA-B6-A0IH-01A-11R-A115-07
unc.edu.76fabc98-ad85-4315-8653-4028e24cd2ff.1141626.rsem.isoforms.normalized_results	TCGA-B6-A0IH-01A-11R-A115-07
unc.edu.76fabc98-ad85-4315-8653-4028e24cd2ff.1141632.rsem.genes.normalized_results	TCGA-B6-A0IH-01A-11R-A115-07
unc.edu.76fabc98-ad85-4315-8653-4028e24cd2ff.1768166.bt.exon_quantification.txt	TCGA-B6-A0IH-01A-11R-A115-07
unc.edu.77daa4a6-93c2-4455-a173-ead372d92010.1174497.junction_quantification.txt	TCGA-A8-A07U-01A-11R-A034-07
unc.edu.77daa4a6-93c2-4455-a173-ead372d92010.1177777.rsem.genes.results	TCGA-A8-A07U-01A-11R-A034-07
unc.edu.77daa4a6-93c2-4455-a173-ead372d92010.1177778.rsem.isoforms.results	TCGA-A8-A07U-01A-11R-A034-07
unc.edu.77daa4a6-93c2-4455-a173-ead372d92010.1177821.rsem.genes.normalized_results	TCGA-A8-A07U-01A-11R-A034-07
unc.edu.77daa4a6-93c2-4455-a173-ead372d92010.1177822.rsem.isoforms.normalized_results	TCGA-A8-A07U-01A-11R-A034-07
unc.edu.77daa4a6-93c2-4455-a173-ead372d92010.1770679.bt.exon_quantification.txt	TCGA-A8-A07U-01A-11R-A034-07
unc.edu.783d861d-ba0c-4b0d-9922-06ac23d3fc85.1148162.junction_quantification.txt	TCGA-A2-A0SV-01A-11R-A084-07
unc.edu.783d861d-ba0c-4b0d-9922-06ac23d3fc85.1152639.rsem.genes.results	TCGA-A2-A0SV-01A-11R-A084-07
unc.edu.783d861d-ba0c-4b0d-9922-06ac23d3fc85.1152640.rsem.isoforms.results	TCGA-A2-A0SV-01A-11R-A084-07
unc.edu.783d861d-ba0c-4b0d-9922-06ac23d3fc85.1152687.rsem.isoforms.normalized_results	TCGA-A2-A0SV-01A-11R-A084-07
unc.edu.783d861d-ba0c-4b0d-9922-06ac23d3fc85.1152696.rsem.genes.normalized_results	TCGA-A2-A0SV-01A-11R-A084-07
unc.edu.783d861d-ba0c-4b0d-9922-06ac23d3fc85.1769830.bt.exon_quantification.txt	TCGA-A2-A0SV-01A-11R-A084-07
unc.edu.78e00469-0dd6-490e-93f1-068b9a386839.1127499.junction_quantification.txt	TCGA-BH-A18K-01A-11R-A12D-07
unc.edu.78e00469-0dd6-490e-93f1-068b9a386839.1131886.rsem.genes.results	TCGA-BH-A18K-01A-11R-A12D-07
unc.edu.78e00469-0dd6-490e-93f1-068b9a386839.1131887.rsem.isoforms.results	TCGA-BH-A18K-01A-11R-A12D-07
unc.edu.78e00469-0dd6-490e-93f1-068b9a386839.1132199.rsem.genes.normalized_results	TCGA-BH-A18K-01A-11R-A12D-07
unc.edu.78e00469-0dd6-490e-93f1-068b9a386839.1132203.rsem.isoforms.normalized_results	TCGA-BH-A18K-01A-11R-A12D-07
unc.edu.78e00469-0dd6-490e-93f1-068b9a386839.1766455.bt.exon_quantification.txt	TCGA-BH-A18K-01A-11R-A12D-07
unc.edu.7953e62d-4871-4928-a2ba-a38c740134e1.1151303.junction_quantification.txt	TCGA-AO-A0JL-01A-11R-A056-07
unc.edu.7953e62d-4871-4928-a2ba-a38c740134e1.1153505.rsem.genes.results	TCGA-AO-A0JL-01A-11R-A056-07
unc.edu.7953e62d-4871-4928-a2ba-a38c740134e1.1153506.rsem.isoforms.results	TCGA-AO-A0JL-01A-11R-A056-07
unc.edu.7953e62d-4871-4928-a2ba-a38c740134e1.1153547.rsem.genes.normalized_results	TCGA-AO-A0JL-01A-11R-A056-07
unc.edu.7953e62d-4871-4928-a2ba-a38c740134e1.1153548.rsem.isoforms.normalized_results	TCGA-AO-A0JL-01A-11R-A056-07
unc.edu.7953e62d-4871-4928-a2ba-a38c740134e1.1770259.bt.exon_quantification.txt	TCGA-AO-A0JL-01A-11R-A056-07
unc.edu.7a5bc56e-e787-4798-8c4d-ee792f9e3149.1142729.junction_quantification.txt	TCGA-AN-A0FF-01A-11R-A034-07
unc.edu.7a5bc56e-e787-4798-8c4d-ee792f9e3149.1145072.rsem.genes.results	TCGA-AN-A0FF-01A-11R-A034-07
unc.edu.7a5bc56e-e787-4798-8c4d-ee792f9e3149.1145073.rsem.isoforms.results	TCGA-AN-A0FF-01A-11R-A034-07
unc.edu.7a5bc56e-e787-4798-8c4d-ee792f9e3149.1145369.rsem.isoforms.normalized_results	TCGA-AN-A0FF-01A-11R-A034-07
unc.edu.7a5bc56e-e787-4798-8c4d-ee792f9e3149.1145372.rsem.genes.normalized_results	TCGA-AN-A0FF-01A-11R-A034-07
unc.edu.7a5bc56e-e787-4798-8c4d-ee792f9e3149.1769104.bt.exon_quantification.txt	TCGA-AN-A0FF-01A-11R-A034-07
unc.edu.7abad802-817a-4d95-b022-f21cc4b1d9bc.1148131.junction_quantification.txt	TCGA-B6-A0RU-01A-11R-A084-07
unc.edu.7abad802-817a-4d95-b022-f21cc4b1d9bc.1151051.rsem.genes.results	TCGA-B6-A0RU-01A-11R-A084-07
unc.edu.7abad802-817a-4d95-b022-f21cc4b1d9bc.1151052.rsem.isoforms.results	TCGA-B6-A0RU-01A-11R-A084-07
unc.edu.7abad802-817a-4d95-b022-f21cc4b1d9bc.1151144.rsem.genes.normalized_results	TCGA-B6-A0RU-01A-11R-A084-07
unc.edu.7abad802-817a-4d95-b022-f21cc4b1d9bc.1151160.rsem.isoforms.normalized_results	TCGA-B6-A0RU-01A-11R-A084-07
unc.edu.7abad802-817a-4d95-b022-f21cc4b1d9bc.1770192.bt.exon_quantification.txt	TCGA-B6-A0RU-01A-11R-A084-07
unc.edu.7b1992b8-781d-49cc-a600-4bee56bcf1b5.1151601.junction_quantification.txt	TCGA-A8-A09A-01A-11R-A00Z-07
unc.edu.7b1992b8-781d-49cc-a600-4bee56bcf1b5.1153517.rsem.genes.results	TCGA-A8-A09A-01A-11R-A00Z-07
unc.edu.7b1992b8-781d-49cc-a600-4bee56bcf1b5.1153518.rsem.isoforms.results	TCGA-A8-A09A-01A-11R-A00Z-07
unc.edu.7b1992b8-781d-49cc-a600-4bee56bcf1b5.1153564.rsem.genes.normalized_results	TCGA-A8-A09A-01A-11R-A00Z-07
unc.edu.7b1992b8-781d-49cc-a600-4bee56bcf1b5.1153567.rsem.isoforms.normalized_results	TCGA-A8-A09A-01A-11R-A00Z-07
unc.edu.7b1992b8-781d-49cc-a600-4bee56bcf1b5.1770645.bt.exon_quantification.txt	TCGA-A8-A09A-01A-11R-A00Z-07
unc.edu.7b234c36-729b-422d-8e2a-ebd42af74bce.1130154.junction_quantification.txt	TCGA-BH-A1EV-11A-24R-A137-07
unc.edu.7b234c36-729b-422d-8e2a-ebd42af74bce.1134166.rsem.genes.results	TCGA-BH-A1EV-11A-24R-A137-07
unc.edu.7b234c36-729b-422d-8e2a-ebd42af74bce.1134167.rsem.isoforms.results	TCGA-BH-A1EV-11A-24R-A137-07
unc.edu.7b234c36-729b-422d-8e2a-ebd42af74bce.1134202.rsem.genes.normalized_results	TCGA-BH-A1EV-11A-24R-A137-07
unc.edu.7b234c36-729b-422d-8e2a-ebd42af74bce.1134205.rsem.isoforms.normalized_results	TCGA-BH-A1EV-11A-24R-A137-07
unc.edu.7b234c36-729b-422d-8e2a-ebd42af74bce.1766090.bt.exon_quantification.txt	TCGA-BH-A1EV-11A-24R-A137-07
unc.edu.7b33b321-fe4b-4296-91bc-53bac35828e5.1167424.junction_quantification.txt	TCGA-AN-A0XV-01A-11R-A109-07
unc.edu.7b33b321-fe4b-4296-91bc-53bac35828e5.1170834.rsem.genes.results	TCGA-AN-A0XV-01A-11R-A109-07
unc.edu.7b33b321-fe4b-4296-91bc-53bac35828e5.1170835.rsem.isoforms.results	TCGA-AN-A0XV-01A-11R-A109-07
unc.edu.7b33b321-fe4b-4296-91bc-53bac35828e5.1170878.rsem.genes.normalized_results	TCGA-AN-A0XV-01A-11R-A109-07
unc.edu.7b33b321-fe4b-4296-91bc-53bac35828e5.1170886.rsem.isoforms.normalized_results	TCGA-AN-A0XV-01A-11R-A109-07
unc.edu.7b33b321-fe4b-4296-91bc-53bac35828e5.1764452.bt.exon_quantification.txt	TCGA-AN-A0XV-01A-11R-A109-07
unc.edu.7b53ba9f-506e-4af7-9752-ae50e4445880.1148478.junction_quantification.txt	TCGA-AO-A0JM-01A-21R-A056-07
unc.edu.7b53ba9f-506e-4af7-9752-ae50e4445880.1151629.rsem.genes.results	TCGA-AO-A0JM-01A-21R-A056-07
unc.edu.7b53ba9f-506e-4af7-9752-ae50e4445880.1151630.rsem.isoforms.results	TCGA-AO-A0JM-01A-21R-A056-07
unc.edu.7b53ba9f-506e-4af7-9752-ae50e4445880.1151720.rsem.genes.normalized_results	TCGA-AO-A0JM-01A-21R-A056-07
unc.edu.7b53ba9f-506e-4af7-9752-ae50e4445880.1151727.rsem.isoforms.normalized_results	TCGA-AO-A0JM-01A-21R-A056-07
unc.edu.7b53ba9f-506e-4af7-9752-ae50e4445880.1770238.bt.exon_quantification.txt	TCGA-AO-A0JM-01A-21R-A056-07
unc.edu.7bc7f99c-28d4-4b54-b9bd-53d5de00cab7.1126748.junction_quantification.txt	TCGA-BH-A18H-01A-11R-A12D-07
unc.edu.7bc7f99c-28d4-4b54-b9bd-53d5de00cab7.1129146.rsem.genes.results	TCGA-BH-A18H-01A-11R-A12D-07
unc.edu.7bc7f99c-28d4-4b54-b9bd-53d5de00cab7.1129147.rsem.isoforms.results	TCGA-BH-A18H-01A-11R-A12D-07
unc.edu.7bc7f99c-28d4-4b54-b9bd-53d5de00cab7.1130598.rsem.isoforms.normalized_results	TCGA-BH-A18H-01A-11R-A12D-07
unc.edu.7bc7f99c-28d4-4b54-b9bd-53d5de00cab7.1130601.rsem.genes.normalized_results	TCGA-BH-A18H-01A-11R-A12D-07
unc.edu.7bc7f99c-28d4-4b54-b9bd-53d5de00cab7.1766763.bt.exon_quantification.txt	TCGA-BH-A18H-01A-11R-A12D-07
unc.edu.7bf79330-52fa-4111-88fe-b3ea62bcc63a.1674802.junction_quantification.txt	TCGA-A8-A096-01A-11R-A00Z-07
unc.edu.7bf79330-52fa-4111-88fe-b3ea62bcc63a.1675518.rsem.genes.results	TCGA-A8-A096-01A-11R-A00Z-07
unc.edu.7bf79330-52fa-4111-88fe-b3ea62bcc63a.1675519.rsem.isoforms.results	TCGA-A8-A096-01A-11R-A00Z-07
unc.edu.7bf79330-52fa-4111-88fe-b3ea62bcc63a.1675538.rsem.isoforms.normalized_results	TCGA-A8-A096-01A-11R-A00Z-07
unc.edu.7bf79330-52fa-4111-88fe-b3ea62bcc63a.1675541.rsem.genes.normalized_results	TCGA-A8-A096-01A-11R-A00Z-07
unc.edu.7bf79330-52fa-4111-88fe-b3ea62bcc63a.1748829.bt.exon_quantification.txt	TCGA-A8-A096-01A-11R-A00Z-07
unc.edu.7c7b9232-aadf-476f-b9c7-2fdd67efe1e7.1149107.junction_quantification.txt	TCGA-AR-A0TQ-01A-11R-A084-07
unc.edu.7c7b9232-aadf-476f-b9c7-2fdd67efe1e7.1153169.rsem.genes.results	TCGA-AR-A0TQ-01A-11R-A084-07
unc.edu.7c7b9232-aadf-476f-b9c7-2fdd67efe1e7.1153170.rsem.isoforms.results	TCGA-AR-A0TQ-01A-11R-A084-07
unc.edu.7c7b9232-aadf-476f-b9c7-2fdd67efe1e7.1153213.rsem.genes.normalized_results	TCGA-AR-A0TQ-01A-11R-A084-07
unc.edu.7c7b9232-aadf-476f-b9c7-2fdd67efe1e7.1153216.rsem.isoforms.normalized_results	TCGA-AR-A0TQ-01A-11R-A084-07
unc.edu.7c7b9232-aadf-476f-b9c7-2fdd67efe1e7.1770231.bt.exon_quantification.txt	TCGA-AR-A0TQ-01A-11R-A084-07
unc.edu.7dbd8795-b264-4f68-bdea-4cfe39884864.1155813.junction_quantification.txt	TCGA-A8-A06O-01A-11R-A00Z-07
unc.edu.7dbd8795-b264-4f68-bdea-4cfe39884864.1157666.rsem.genes.results	TCGA-A8-A06O-01A-11R-A00Z-07
unc.edu.7dbd8795-b264-4f68-bdea-4cfe39884864.1157667.rsem.isoforms.results	TCGA-A8-A06O-01A-11R-A00Z-07
unc.edu.7dbd8795-b264-4f68-bdea-4cfe39884864.1158516.rsem.isoforms.normalized_results	TCGA-A8-A06O-01A-11R-A00Z-07
unc.edu.7dbd8795-b264-4f68-bdea-4cfe39884864.1158517.rsem.genes.normalized_results	TCGA-A8-A06O-01A-11R-A00Z-07
unc.edu.7dbd8795-b264-4f68-bdea-4cfe39884864.1771027.bt.exon_quantification.txt	TCGA-A8-A06O-01A-11R-A00Z-07
unc.edu.7e073ecd-452a-4cba-9dfd-8601f3245721.1148323.junction_quantification.txt	TCGA-A2-A0T0-01A-22R-A084-07
unc.edu.7e073ecd-452a-4cba-9dfd-8601f3245721.1152119.rsem.genes.results	TCGA-A2-A0T0-01A-22R-A084-07
unc.edu.7e073ecd-452a-4cba-9dfd-8601f3245721.1152120.rsem.isoforms.results	TCGA-A2-A0T0-01A-22R-A084-07
unc.edu.7e073ecd-452a-4cba-9dfd-8601f3245721.1152152.rsem.isoforms.normalized_results	TCGA-A2-A0T0-01A-22R-A084-07
unc.edu.7e073ecd-452a-4cba-9dfd-8601f3245721.1152165.rsem.genes.normalized_results	TCGA-A2-A0T0-01A-22R-A084-07
unc.edu.7e073ecd-452a-4cba-9dfd-8601f3245721.1770226.bt.exon_quantification.txt	TCGA-A2-A0T0-01A-22R-A084-07
unc.edu.7e09faf6-137d-4d33-98dd-80c48af7ebab.1170826.junction_quantification.txt	TCGA-AN-A04A-01A-21R-A034-07
unc.edu.7e09faf6-137d-4d33-98dd-80c48af7ebab.1174853.rsem.genes.results	TCGA-AN-A04A-01A-21R-A034-07
unc.edu.7e09faf6-137d-4d33-98dd-80c48af7ebab.1174854.rsem.isoforms.results	TCGA-AN-A04A-01A-21R-A034-07
unc.edu.7e09faf6-137d-4d33-98dd-80c48af7ebab.1174935.rsem.isoforms.normalized_results	TCGA-AN-A04A-01A-21R-A034-07
unc.edu.7e09faf6-137d-4d33-98dd-80c48af7ebab.1174939.rsem.genes.normalized_results	TCGA-AN-A04A-01A-21R-A034-07
unc.edu.7e09faf6-137d-4d33-98dd-80c48af7ebab.1771100.bt.exon_quantification.txt	TCGA-AN-A04A-01A-21R-A034-07
unc.edu.7e84df9f-1da5-4add-a5e8-a9d9d8af409c.1137965.junction_quantification.txt	TCGA-BH-A0BW-01A-11R-A115-07
unc.edu.7e84df9f-1da5-4add-a5e8-a9d9d8af409c.1141478.rsem.genes.results	TCGA-BH-A0BW-01A-11R-A115-07
unc.edu.7e84df9f-1da5-4add-a5e8-a9d9d8af409c.1141479.rsem.isoforms.results	TCGA-BH-A0BW-01A-11R-A115-07
unc.edu.7e84df9f-1da5-4add-a5e8-a9d9d8af409c.1141993.rsem.genes.normalized_results	TCGA-BH-A0BW-01A-11R-A115-07
unc.edu.7e84df9f-1da5-4add-a5e8-a9d9d8af409c.1142000.rsem.isoforms.normalized_results	TCGA-BH-A0BW-01A-11R-A115-07
unc.edu.7e84df9f-1da5-4add-a5e8-a9d9d8af409c.1767698.bt.exon_quantification.txt	TCGA-BH-A0BW-01A-11R-A115-07
unc.edu.7fe47d2c-6b7d-4fa3-8e22-14fdb2b44920.1139150.junction_quantification.txt	TCGA-AR-A0TY-01A-12R-A115-07
unc.edu.7fe47d2c-6b7d-4fa3-8e22-14fdb2b44920.1143295.rsem.genes.results	TCGA-AR-A0TY-01A-12R-A115-07
unc.edu.7fe47d2c-6b7d-4fa3-8e22-14fdb2b44920.1143296.rsem.isoforms.results	TCGA-AR-A0TY-01A-12R-A115-07
unc.edu.7fe47d2c-6b7d-4fa3-8e22-14fdb2b44920.1143355.rsem.genes.normalized_results	TCGA-AR-A0TY-01A-12R-A115-07
unc.edu.7fe47d2c-6b7d-4fa3-8e22-14fdb2b44920.1143369.rsem.isoforms.normalized_results	TCGA-AR-A0TY-01A-12R-A115-07
unc.edu.7fe47d2c-6b7d-4fa3-8e22-14fdb2b44920.1767696.bt.exon_quantification.txt	TCGA-AR-A0TY-01A-12R-A115-07
unc.edu.803bb42f-e0f2-44b6-aebb-8f956646ecc7.1138464.junction_quantification.txt	TCGA-C8-A12U-01A-11R-A115-07
unc.edu.803bb42f-e0f2-44b6-aebb-8f956646ecc7.1141203.rsem.genes.results	TCGA-C8-A12U-01A-11R-A115-07
unc.edu.803bb42f-e0f2-44b6-aebb-8f956646ecc7.1141205.rsem.isoforms.results	TCGA-C8-A12U-01A-11R-A115-07
unc.edu.803bb42f-e0f2-44b6-aebb-8f956646ecc7.1141843.rsem.genes.normalized_results	TCGA-C8-A12U-01A-11R-A115-07
unc.edu.803bb42f-e0f2-44b6-aebb-8f956646ecc7.1141846.rsem.isoforms.normalized_results	TCGA-C8-A12U-01A-11R-A115-07
unc.edu.803bb42f-e0f2-44b6-aebb-8f956646ecc7.1767646.bt.exon_quantification.txt	TCGA-C8-A12U-01A-11R-A115-07
unc.edu.80817359-b0f0-4bea-ada4-b48bea37f5d2.1156012.junction_quantification.txt	TCGA-BH-A0AY-01A-21R-A00Z-07
unc.edu.80817359-b0f0-4bea-ada4-b48bea37f5d2.1157676.rsem.genes.results	TCGA-BH-A0AY-01A-21R-A00Z-07
unc.edu.80817359-b0f0-4bea-ada4-b48bea37f5d2.1157677.rsem.isoforms.results	TCGA-BH-A0AY-01A-21R-A00Z-07
unc.edu.80817359-b0f0-4bea-ada4-b48bea37f5d2.1158535.rsem.genes.normalized_results	TCGA-BH-A0AY-01A-21R-A00Z-07
unc.edu.80817359-b0f0-4bea-ada4-b48bea37f5d2.1158537.rsem.isoforms.normalized_results	TCGA-BH-A0AY-01A-21R-A00Z-07
unc.edu.80817359-b0f0-4bea-ada4-b48bea37f5d2.1771016.bt.exon_quantification.txt	TCGA-BH-A0AY-01A-21R-A00Z-07
unc.edu.80cfaf9d-f0aa-4a35-918a-2eaad05b3a5a.1147066.junction_quantification.txt	TCGA-B6-A0IA-01A-11R-A034-07
unc.edu.80cfaf9d-f0aa-4a35-918a-2eaad05b3a5a.1150646.rsem.genes.results	TCGA-B6-A0IA-01A-11R-A034-07
unc.edu.80cfaf9d-f0aa-4a35-918a-2eaad05b3a5a.1150647.rsem.isoforms.results	TCGA-B6-A0IA-01A-11R-A034-07
unc.edu.80cfaf9d-f0aa-4a35-918a-2eaad05b3a5a.1150776.rsem.isoforms.normalized_results	TCGA-B6-A0IA-01A-11R-A034-07
unc.edu.80cfaf9d-f0aa-4a35-918a-2eaad05b3a5a.1150782.rsem.genes.normalized_results	TCGA-B6-A0IA-01A-11R-A034-07
unc.edu.80cfaf9d-f0aa-4a35-918a-2eaad05b3a5a.1769783.bt.exon_quantification.txt	TCGA-B6-A0IA-01A-11R-A034-07
unc.edu.8131b824-c3db-4c83-99b9-aa0c60747c5d.1126759.junction_quantification.txt	TCGA-E2-A15E-06A-11R-A12D-07
unc.edu.8131b824-c3db-4c83-99b9-aa0c60747c5d.1130061.rsem.genes.results	TCGA-E2-A15E-06A-11R-A12D-07
unc.edu.8131b824-c3db-4c83-99b9-aa0c60747c5d.1130062.rsem.isoforms.results	TCGA-E2-A15E-06A-11R-A12D-07
unc.edu.8131b824-c3db-4c83-99b9-aa0c60747c5d.1130908.rsem.genes.normalized_results	TCGA-E2-A15E-06A-11R-A12D-07
unc.edu.8131b824-c3db-4c83-99b9-aa0c60747c5d.1130920.rsem.isoforms.normalized_results	TCGA-E2-A15E-06A-11R-A12D-07
unc.edu.8131b824-c3db-4c83-99b9-aa0c60747c5d.1766394.bt.exon_quantification.txt	TCGA-E2-A15E-06A-11R-A12D-07
unc.edu.81589acc-5dae-4cad-9f97-88b81fa53f92.1137415.junction_quantification.txt	TCGA-E2-A154-01A-11R-A115-07
unc.edu.81589acc-5dae-4cad-9f97-88b81fa53f92.1141742.rsem.genes.results	TCGA-E2-A154-01A-11R-A115-07
unc.edu.81589acc-5dae-4cad-9f97-88b81fa53f92.1141743.rsem.isoforms.results	TCGA-E2-A154-01A-11R-A115-07
unc.edu.81589acc-5dae-4cad-9f97-88b81fa53f92.1142114.rsem.genes.normalized_results	TCGA-E2-A154-01A-11R-A115-07
unc.edu.81589acc-5dae-4cad-9f97-88b81fa53f92.1142131.rsem.isoforms.normalized_results	TCGA-E2-A154-01A-11R-A115-07
unc.edu.81589acc-5dae-4cad-9f97-88b81fa53f92.1767576.bt.exon_quantification.txt	TCGA-E2-A154-01A-11R-A115-07
unc.edu.81689324-2986-49f6-bef6-f5a525ca36c2.1143916.junction_quantification.txt	TCGA-AO-A0J2-01A-11R-A034-07
unc.edu.81689324-2986-49f6-bef6-f5a525ca36c2.1146425.rsem.genes.results	TCGA-AO-A0J2-01A-11R-A034-07
unc.edu.81689324-2986-49f6-bef6-f5a525ca36c2.1146426.rsem.isoforms.results	TCGA-AO-A0J2-01A-11R-A034-07
unc.edu.81689324-2986-49f6-bef6-f5a525ca36c2.1146840.rsem.genes.normalized_results	TCGA-AO-A0J2-01A-11R-A034-07
unc.edu.81689324-2986-49f6-bef6-f5a525ca36c2.1146843.rsem.isoforms.normalized_results	TCGA-AO-A0J2-01A-11R-A034-07
unc.edu.81689324-2986-49f6-bef6-f5a525ca36c2.1768705.bt.exon_quantification.txt	TCGA-AO-A0J2-01A-11R-A034-07
unc.edu.827431d3-e25a-45b6-9b0f-5732501e2a5b.1147773.junction_quantification.txt	TCGA-BH-A0H9-01A-11R-A056-07
unc.edu.827431d3-e25a-45b6-9b0f-5732501e2a5b.1150169.rsem.genes.results	TCGA-BH-A0H9-01A-11R-A056-07
unc.edu.827431d3-e25a-45b6-9b0f-5732501e2a5b.1150170.rsem.isoforms.results	TCGA-BH-A0H9-01A-11R-A056-07
unc.edu.827431d3-e25a-45b6-9b0f-5732501e2a5b.1150505.rsem.genes.normalized_results	TCGA-BH-A0H9-01A-11R-A056-07
unc.edu.827431d3-e25a-45b6-9b0f-5732501e2a5b.1150518.rsem.isoforms.normalized_results	TCGA-BH-A0H9-01A-11R-A056-07
unc.edu.827431d3-e25a-45b6-9b0f-5732501e2a5b.1770203.bt.exon_quantification.txt	TCGA-BH-A0H9-01A-11R-A056-07
unc.edu.82f3157c-09cc-40d7-872e-59f82f5f31f4.1077945.junction_quantification.txt	TCGA-A7-A13F-11A-42R-A12P-07
unc.edu.82f3157c-09cc-40d7-872e-59f82f5f31f4.1080206.rsem.genes.results	TCGA-A7-A13F-11A-42R-A12P-07
unc.edu.82f3157c-09cc-40d7-872e-59f82f5f31f4.1080207.rsem.isoforms.results	TCGA-A7-A13F-11A-42R-A12P-07
unc.edu.82f3157c-09cc-40d7-872e-59f82f5f31f4.1080221.rsem.genes.normalized_results	TCGA-A7-A13F-11A-42R-A12P-07
